collection_no,collection_name,lng,lat,mid_ma,formation,n_occurrences,n_genera,n_herbivore,n_predator
19292,Cherty Bonebed,-119.0,34.299999,14.4,Caliente,5,4,4,1
19293,CIT 306,-118.5,35.299999,14.186499999999999,Chanac,2,1,1,1
19294,CIT 315/324,-120.0,35.099998,14.186499999999999,,6,2,6,0
19295,CIT 322,-120.0,35.099998,14.186499999999999,,3,1,3,0
19296,CIT 323,-120.0,35.099998,14.186499999999999,,1,1,1,0
19297,"UCMP V-2702, Claremont Canyon",-122.224998,37.869999,14.186499999999999,Orinda,1,0,1,0
19298,"UCMP V-2837, Claremont Tunnel Site 1",-122.216003,37.877998,10.95,Orinda,1,0,1,0
19299,"UCMP V-2839, Claremont Tunnel Site 2",-122.209,37.886002,10.95,Orinda,1,0,1,0
19300,"UCMP V-2840, Claremont Tunnel Site 3",-122.213997,37.880001,10.95,Orinda,1,0,1,0
19301,Cliff Prospect,-112.5,34.5,14.186499999999999,Milk Creek,1,1,1,0
19302,Comanche Point,-118.5,35.299999,9.438,"""Santa Margarita""",2,1,2,0
19303,Congress Junction,-112.5,34.5,7.050000000000001,,2,0,2,0
19304,Coon Canyon 5,-117.0,34.799999,14.4,Barstow,11,8,9,0
19305,Coon Canyon (UALP 9009),-117.0,34.799999,14.4,Barstow,9,6,8,0
19306,Coso Mountains (USGS M1430),-117.900002,36.099998,7.050000000000001,Coso,1,1,0,1
19307,Creek Bottom,-112.5,34.5,14.186499999999999,Milk Creek,1,1,1,0
19309,Crowder 4-4,-117.0,34.799999,7.050000000000001,Crowder,9,6,8,0
19310,"""C"" Sites",-120.0,35.099998,10.95,Caliente,3,2,2,1
19311,Cynarctoides Prospect,-107.0,35.700001,17.4,Zia Sand,1,1,0,1
19312,Cynarctoides Quarry,-107.0,35.700001,17.4,Zia Sand,3,3,2,1
19313,Daggett Ridge,-117.0,34.799999,14.4,Barstow,12,7,11,1
19314,Deep Quarry,-117.0,34.799999,14.4,Barstow,2,1,1,1
19315,Deep Spring Quarry,-112.5,34.5,10.95,Milk Creek,3,2,2,1
19316,Devil's Punchbowl (LACM 398),-118.199997,34.0,10.95,Punchbowl,5,2,4,1
19317,Devil's Punchbowl (LACM 1346),-118.199997,34.0,10.95,Punchbowl,1,1,1,0
19318,Devil's Punchbowl (UCR RV-7011),-118.199997,34.0,10.95,Punchbowl,4,2,3,1
19319,Dip Slope,-117.0,34.799999,15.5,Punchbowl,7,3,6,1
19320,Dixon Sites,-107.0,36.5,14.4,Tesuque,1,1,0,1
19321,Doc's Steepside,-117.0,34.799999,14.4,Barstow,9,5,8,0
19322,Dove Spring (Lower),-118.5,35.299999,10.95,Dove Spring,20,19,12,5
19323,Dove Spring (Middle),-118.5,35.299999,10.95,Dove Spring,19,18,12,5
19324,Dove Spring (Upper),-118.5,35.299999,10.95,Dove Spring,10,9,7,2
19325,Dry Canyon East Side 1,-119.0,34.299999,14.186499999999999,Caliente,1,1,1,0
19326,Dry Canyon West Side 1,-119.0,34.299999,14.186499999999999,Caliente,1,1,1,0
19327,Dry Canyon West Side 3,-119.0,34.299999,14.4,Caliente,3,3,3,0
19328,Dry Canyon West Side 4,-119.0,34.299999,14.4,Caliente,2,2,1,1
19329,Dry Canyon West Side 5,-119.0,34.299999,14.4,Caliente,1,1,1,0
19330,Dry Canyon West Side 6,-119.0,34.299999,14.4,Caliente,2,2,2,0
19331,Dry Canyon West Side 7,-119.0,34.299999,14.4,Caliente,2,2,2,0
19332,Dry Canyon West Side 9,-119.0,34.299999,14.4,Caliente,4,3,4,0
19333,Dry Canyon West Side 10,-119.0,34.299999,14.186499999999999,Caliente,1,0,1,0
19334,Dry Canyon West Side 11,-119.0,34.299999,14.186499999999999,Caliente,1,1,1,0
19335,Dry Canyon West Side 12,-119.0,34.299999,14.186499999999999,Caliente,1,1,1,0
19336,Dry Canyon West Side (Site Unknown),-119.0,34.299999,14.186499999999999,Caliente,1,1,1,0
19337,Dry Creek (New Mexico),-108.800003,33.5,14.186499999999999,,1,1,1,0
19338,East Alcalde,-106.053635,36.088913,7.050000000000001,Chamita,2,2,1,1
19339,East Cuyamungue,-106.199997,35.5,17.4,Tesuque,11,8,8,3
19340,"UCMP V-3523, Elkinton Property",-122.199997,37.889198,10.95,Orinda,1,0,1,0
19341,El Rito,-107.0,36.5,14.186499999999999,Abiquiu,2,2,1,1
19343,Eureka,-117.0,34.799999,14.4,Barstow,9,8,8,0
19344,Fernwood Member,-118.199997,34.0,14.186499999999999,Topanga Canyon,1,1,1,0
19345,Fuller's Earth Canyon,-117.0,34.799999,14.4,Barstow,1,1,1,0
19346,Gabaldon Badlands Level A,-106.900002,34.799999,8.6,Popotosa,1,1,1,0
19347,Gabaldon Badlands Level B,-106.900002,34.799999,7.050000000000001,Popotosa,2,2,2,0
19348,Gabaldon Badlands Level C,-106.900002,34.799999,7.050000000000001,Popotosa,9,7,6,3
19349,Gabaldon Badlands Level D,-106.900002,34.799999,7.050000000000001,Popotosa,3,1,2,1
19350,Gabaldon Badlands Level E,-106.900002,34.799999,7.050000000000001,Popotosa,3,2,3,0
19351,Gabaldon Badlands Level F,-106.900002,34.799999,7.050000000000001,Popotosa,4,3,3,1
19352,Gabaldon Badlands Level G,-106.900002,34.799999,14.186499999999999,Sierra Ladrones,1,1,1,0
19353,Glory Gorge,-119.0,34.299999,10.95,NS Caliente,5,3,4,1
19354,Goldie's Honeypot Quarry,-112.5,34.5,14.186499999999999,Milk Creek,3,2,3,0
19355,Graywater Wash,-109.400002,35.0,14.186499999999999,,6,0,4,2
19356,Green Hills Quarry,-117.0,34.799999,14.4,Barstow,8,7,6,2
19357,"UCMP V-0501, Grizzly Canyon",-122.080002,37.855,14.186499999999999,"""Orinda""",1,0,1,0
19358,Hackberry Wash,-117.0,34.799999,17.4,,8,6,6,2
19359,Hailstone Quarry,-117.0,34.799999,14.4,Barstow,1,1,0,1
19360,Hazelwood Ranch,-112.5,34.5,14.186499999999999,,2,0,2,0
19361,Hedgehog Quarry,-119.0,34.299999,10.95,MR Caliente,16,12,11,1
19362,Hell Gate Basin No. 4,-117.0,34.799999,14.4,Barstow,1,1,0,1
19363,Hell Gate Basin (UCMP V-66154),-117.0,34.799999,14.4,Barstow,2,2,2,0
19364,Hemicyon Quarry,-117.066666,35.049999,14.4,Barstow,12,12,6,6
19365,"UCMP V-5053, Hemme Hills",-121.93,37.82,7.050000000000001,Tassajara,1,0,1,0
19366,Hidden Hollow Quarry,-117.0,34.799999,14.4,Barstow,9,8,4,5
19367,Hidden Treasure Spring,-119.0,34.299999,17.4,Caliente,8,5,8,0
19368,High Level Quarry,-119.0,34.299999,14.186499999999999,Caliente,1,0,1,0
19369,Highway 138 Borrow Cut,-117.0,34.799999,17.4,Crowder,24,15,20,3
19370,"UCMP 1037, Hipparion Point",-122.305,38.009998,14.186499999999999,Pinole Tuff,2,2,2,0
19371,"UCMP V-1103, Hospital Creek Site 1",-121.355003,37.577,7.105,,1,0,1,0
19372,"UCMP V-3608, Hospital Creek Site 2",-121.355003,37.577,7.105,,1,0,1,0
19373,"UCMP V-3645, Hospital Creek Site 3",-121.355003,37.577,7.105,,1,1,1,0
19374,Hoye Canyon (UCMP V-95013),-119.5,38.799999,7.050000000000001,,6,6,6,0
19375,Hoye Canyon (LACM 6994),-119.5,38.799999,7.050000000000001,,3,1,3,0
19376,"""H"" Sites",-120.0,35.099998,14.186499999999999,Caliente,6,2,5,1
19377,"UCMP V-2903, Indian Creek",-121.800003,37.564999,7.105,Livermore Gravels,1,1,1,0
19378,Ingram Creek Site 1,-120.800003,37.599998,10.95,Neroly,2,2,2,0
19379,Ingram Creek Site 1B,-120.800003,37.599998,14.186499999999999,Neroly,2,2,2,0
19380,Ingram Creek Site 2 (Neroly),-120.800003,37.599998,10.95,,3,3,2,1
19382,Ingram Creek Site 3,-120.800003,37.599998,14.186499999999999,Neroly,1,1,1,0
19383,Iron Canyon (Lower),-118.5,35.299999,10.95,Dove Spring,15,12,11,2
19384,Iron Canyon (Upper),-118.5,35.299999,10.95,Dove Spring,17,17,13,2
19385,Iron Springs,-112.5,34.5,14.186499999999999,,2,0,2,0
19386,Jack Rabbit Trail (Site 131y),-117.0,33.900002,7.050000000000001,Lower Arkose Unit,1,1,1,0
19387,Jeddito,-110.099998,35.799999,14.186499999999999,,1,1,1,0
19388,Jeep,-107.0,35.700001,17.4,Zia Sand,14,12,8,6
19389,"UCMP V-3612, Kaiser Creek",-122.065002,37.805,14.186499999999999,"""Orinda""",1,0,1,0
19390,Keam's Canyon,-110.099998,35.799999,7.050000000000001,,2,2,2,0
19391,Kendall-Mallory,-122.029999,37.799999,10.95,,10,7,6,4
19392,Kent Quarry,-119.0,34.299999,14.4,Caliente,17,15,12,4
19393,Kern River,-118.5,35.299999,10.95,Kern River,13,11,8,5
19394,Kinsey Ranch (CIT 444),-118.810898,34.712101,7.050000000000001,Hungry Valley,3,1,3,0
19395,Kinsey Ranch (CIT 452),-118.810898,34.712101,7.050000000000001,Peace Valley Beds,2,2,2,0
19396,Kinsey Ranch (CIT 453),-118.810898,34.712101,7.050000000000001,Peace Valley Beds,4,2,3,1
193968,"UWBM C2830, Kienbaum racetrack",-116.279999,46.990002,14.4,Latah,1,0,1,0
19397,Kinsey Ranch (CIT 459),-118.810898,34.712101,7.050000000000001,Peace Valley Beds,2,2,2,0
193977,"UCMP V5108, Grand Coulee rhino",-119.410004,47.57,21.64,Columbia River Basalts,1,1,1,0
19398,Kinsey Ranch (CIT 466),-118.810898,34.712101,7.050000000000001,Hungry Valley,1,1,1,0
19399,Kinsey Ranch (CIT 468),-118.810898,34.712101,7.050000000000001,Hungry Valley,1,1,1,0
19400,Kinsey Ranch (CIT 469),-118.810898,34.712101,7.050000000000001,Hungry Valley,1,1,1,0
19401,Kinsey Ranch (CIT 471),-118.810898,34.712101,7.050000000000001,Hungry Valley,3,2,3,0
19402,Kinsey Ranch (CIT 486),-118.810898,34.712101,7.050000000000001,,3,2,3,0
19403,Kinsey Ranch (CIT 487),-118.810898,34.712101,7.050000000000001,,1,1,1,0
19404,Kinsey Ranch (CIT 488),-118.810898,34.712101,7.050000000000001,,1,1,1,0
19405,Kinsey Ranch (LACM 1092),-118.810898,34.712101,7.050000000000001,Peace Valley Beds,1,1,1,0
19406,Kinsey Ranch (LACM 7049),-118.810898,34.712101,7.050000000000001,Hungry Valley,2,1,2,0
19407,Kinsey Ranch (LACM 7050),-118.810898,34.712101,7.050000000000001,Hungry Valley,1,1,1,0
19408,Kinsey Ranch (LACM 7248),-118.810898,34.712101,7.050000000000001,,1,1,1,0
19409,Kirkland Valley,-112.5,34.5,7.050000000000001,,2,0,2,0
19410,Kiva Quarry,-107.0,35.700001,17.4,Zia Sand,4,3,2,2
19411,Klipstein Ranch 3,-118.5,35.299999,7.050000000000001,Caliente,1,1,1,0
19412,LACM 5996,-119.0,34.299999,14.186499999999999,Caliente,1,1,1,0
19413,LACM 6008,-119.0,34.299999,14.186499999999999,,1,1,1,0
19414,LACM 6010,-119.0,34.299999,14.186499999999999,,1,1,1,0
19415,"UCMP V-2838, Lafayette Dam",-122.139999,37.884998,14.186499999999999,"""Orinda""",1,0,1,0
19416,Lake Bed,-117.0,34.799999,14.4,Barstow,11,7,10,0
19417,Lake Mathews,-117.0,33.900002,10.95,Lake Mathews,3,1,2,1
19418,"UCMP V-3607, Las Trampas Creek",-122.084999,37.830002,10.95,Orinda,1,1,1,0
19419,Lava Mountains,-117.0,34.799999,7.050000000000001,Bedrock Spring,14,12,11,2
19420,Lawler Ranch,-122.5,38.299999,14.186499999999999,Petaluma,1,1,1,0
19422,Leader Quarry,-117.0,34.799999,14.4,Barstow,8,7,4,4
19423,Ledge 3,-117.0,34.799999,14.4,Barstow,1,1,1,0
19424,Lower Brown Unit,-107.0,36.5,8.4815,Chamita,4,3,3,1
19425,Lower Cady Mountains,-117.0,34.799999,14.186499999999999,Hector,2,0,2,0
19426,Lower Dome Spring,-119.0,34.299999,14.186499999999999,Caliente,9,9,9,0
19427,Lower Dome Spring (Site Unknown),-119.0,34.299999,14.186499999999999,Caliente,1,1,1,0
19428,Lower West Dry Canyon,-119.0,34.299999,14.186499999999999,Caliente,8,4,8,0
19429,Manzanita Quarry,-112.5,34.5,10.95,Milk Creek,4,3,2,2
19430,Margo Quarry,-117.0,34.799999,14.4,Barstow,10,7,10,0
19431,"UCMP V-1104, Martin Creek",-121.315002,37.549999,7.105,,1,0,1,0
19432,Mayday Quarry,-117.0,34.799999,14.4,Barstow,8,8,4,4
19433,Merychyus Locality (Cady Mountains),-117.0,34.799999,14.186499999999999,Hector,1,1,1,0
19434,Mesa Prospect,-107.0,35.700001,17.4,Zia Sand,9,5,8,1
19435,Middle Red Member (Higher),-107.0,35.700001,14.4,Santa Fe,5,5,3,1
19436,Milk Creek Quarry,-112.5,34.5,10.95,Milk Creek,5,4,2,3
19437,Mint Canyon (CIT 97),-118.53717,34.522591,14.186499999999999,Mint Canyon,1,1,1,0
19438,Mint Canyon (CIT 98),-118.415298,34.382511,14.186499999999999,Mint Canyon,1,0,1,0
19439,Mint Canyon (CIT 100),-118.440735,34.47028,14.186499999999999,Mint Canyon,4,1,3,1
19440,Mint Canyon (CIT 101),-118.499817,34.471954,14.186499999999999,Mint Canyon,2,1,2,0
19441,Mint Canyon (CIT 103/LACM 1006),-118.430573,34.468605,14.186499999999999,Mint Canyon,2,1,2,0
19442,Mint Canyon (UCMP 3555),-118.423531,34.474655,14.186499999999999,Mint Canyon,3,2,3,0
19443,Mint Canyon (UCMP 3564),-118.433937,34.473129,14.186499999999999,Mint Canyon,1,1,1,0
19444,"UCMP V-1001, Mount Diablo Base Line",-122.188004,37.881001,14.186499999999999,Moraga,1,0,1,0
19445,Mount Eden,-117.0,33.900002,7.050000000000001,Mt. Eden,21,14,14,7
19446,"UCMP V-3303, Mulholland Site 1",-122.108002,37.845001,7.050000000000001,Siesta,11,6,10,1
19447,"UCMP V-3611, Mulholland Site 2",-122.120003,37.856998,7.050000000000001,Garrity,18,12,14,1
19448,Mulholland (UCMP V-73148),-122.150002,37.860001,7.050000000000001,Mulholland,1,1,0,1
19449,Nambe,-106.199997,35.5,14.4,Tesuque,13,13,8,5
19450,Near Hill 1284 Site 1,-122.099998,37.900002,10.95,,1,0,1,0
19451,Near Hill 1284 Site 2,-122.099998,37.900002,10.95,,1,0,1,0
19452,Ness Quarry,-117.0,34.799999,14.4,Barstow,1,1,1,0
19453,Nettle Spring Canyon 1,-119.0,34.299999,10.95,NS Caliente,12,9,10,2
19454,Nettle Spring Canyon 2,-119.0,34.299999,10.95,NS Caliente,4,3,4,0
19455,Nettle Spring Canyon 3,-119.0,34.299999,10.95,MR Caliente,2,1,2,0
19456,Nettle Spring Canyon (LACM 6106),-119.0,34.299999,14.186499999999999,Caliente,1,1,1,0
19457,New Hope Quarry,-117.0,34.799999,14.4,Barstow,5,5,1,4
19458,New Year Quarry,-117.0,34.799999,14.4,Barstow,10,10,7,3
19459,"UCMP V-3405, Norris Canyon",-122.0,37.755001,14.186499999999999,,3,1,3,0
19460,North Coalinga,-120.400002,36.099998,14.4,Temblor,16,9,11,4
19461,North Dome (UCMP V-3520),-120.0,35.900002,14.186499999999999,Etchegoin,2,2,1,1
19462,North Dome (UCMP V-3634),-120.0,35.900002,14.186499999999999,Etchegoin,1,1,0,1
19463,North End Quarry,-117.0,34.799999,14.4,Barstow,10,9,5,5
19464,North Fossil Ridge,-112.5,34.5,14.186499999999999,Milk Creek,1,1,1,0
19465,North of Fossil Canyon,-117.0,34.799999,14.4,Barstow,1,0,1,0
19466,North Tejon Hills,-118.5,35.299999,9.438,Chanac,7,7,5,2
19467,Northwest Amphitheater,-119.0,34.299999,10.95,MR Caliente,8,4,6,2
19468,Oakdale,-120.771858,37.791985,7.615,Mehrten,3,2,3,0
19469,"UCMP V-3649, Oak Springs",-121.949997,37.959999,7.105,,1,0,1,0
19470,Ojo Caliente,-107.0,36.5,14.4,Tesuque,6,5,5,1
19471,Old Mill 1931,-117.0,34.799999,14.4,Barstow,2,2,2,0
19472,Oreodont Quarry,-117.0,34.799999,14.4,Barstow,5,5,3,2
19473,Osbornoceros Quarry,-107.0,36.5,7.050000000000001,Chamita,8,8,4,4
19474,Otowi Bridge,-106.199997,35.5,7.050000000000001,Chamita,1,1,1,0
19475,Owl Rock Quarry Prado Plant (Feldspathic Sands),-117.800003,33.599998,7.050000000000001,Puente,2,1,2,0
19476,Owl Rock Quarry Prado Plant (Sandy Conglomerate),-117.800003,33.599998,7.050000000000001,Puente,2,2,2,0
19477,Padrones Spring,-120.0,35.099998,14.186499999999999,,3,2,3,0
19478,Phillips Ranch,-118.311386,35.192223,15.5,Bopesta,11,8,9,2
19479,"UCMP 2572, Pinole Junction Site 1",-122.248001,37.970001,7.050000000000001,Pinole Tuff,11,10,7,4
19480,"UCMP V-3425, Pinole Junction Site 2",-122.249001,37.970001,7.050000000000001,Pinole Tuff,3,3,2,1
19481,Plush Ranch Contact,-119.0,34.299999,17.4,Caliente,2,0,2,0
19482,Prescott Southeast,-112.5,34.5,14.186499999999999,,2,0,2,0
19483,President Wilson Springs,-110.099998,35.799999,10.95,Bidahochi,1,1,0,1
19484,Prince Ranch Wash,-107.0,36.5,14.186499999999999,Tesuque,2,2,2,0
19486,Quarry Point,-119.0,34.299999,10.95,MR Caliente,5,3,5,0
19487,Quatal Canyon North Side 1,-119.0,34.299999,10.95,MR Caliente,1,1,1,0
19488,Quatal Canyon North Side 2,-119.0,34.299999,10.95,MR Caliente,2,1,2,0
19489,Quatal Canyon South Side 3,-119.0,34.299999,10.95,MR Caliente,9,6,7,2
19490,Quatal Canyon South Side 4,-119.0,34.299999,10.95,MR Caliente,1,1,1,0
19491,Quatal Canyon South Side 5,-119.0,34.299999,10.95,MR Caliente,2,1,2,0
19492,Quatal Canyon South Side 6,-119.0,34.299999,10.95,MR Caliente,4,2,4,0
19493,Quatal Canyon South Side 7,-119.0,34.299999,10.95,MR Caliente,1,0,1,0
19494,Quatal Canyon South Side 9,-119.0,34.299999,10.95,MR Caliente,7,4,6,1
19495,Quatal Canyon South Side 10,-119.0,34.299999,10.95,MR Caliente,4,2,4,0
19496,Quatal Canyon South Side 11,-119.0,34.299999,10.95,MR Caliente,8,5,8,0
19497,Quatal Canyon South Side 13,-119.0,34.299999,10.95,MR Caliente,9,5,8,1
19498,Quatal Canyon South Side 14,-119.0,34.299999,14.4,Caliente,8,8,6,2
19499,Quatal Canyon South Side 15,-119.0,34.299999,10.95,MR Caliente,2,2,2,0
19500,Quatal Canyon South Side 16,-119.0,34.299999,10.95,MR Caliente,4,3,4,0
19501,Quatal Canyon South Side 17,-119.0,34.299999,10.95,NS Caliente,6,3,5,1
19502,Quatal Canyon South Side 18,-119.0,34.299999,10.95,NS Caliente,1,0,1,0
19503,Quatal Canyon South Side 19,-119.0,34.299999,10.95,NS Caliente,2,1,1,1
19504,Quatal Canyon South Side 20,-119.0,34.299999,10.95,NS Caliente,4,2,3,1
19505,Quatal Canyon South Side 21,-119.0,34.299999,10.95,NS Caliente,1,1,1,0
19506,Quatal Canyon South Side 22,-119.0,34.299999,10.95,NS Caliente,3,1,3,0
19507,Quatal Canyon South Side 23,-119.0,34.299999,10.95,NS Caliente,6,5,6,0
19508,Quatal Canyon South Side 24,-119.0,34.299999,10.95,NS Caliente,1,1,1,0
19509,Rainbow Canyon,-117.0,34.799999,14.4,Barstow,2,2,1,1
19510,Rak Division,-117.0,34.799999,14.4,Barstow,12,10,9,3
19511,Rakomylus Site,-107.0,36.5,14.186499999999999,"""Santa Fe""",1,1,1,0
19512,Raven's Roost,-119.0,34.299999,10.95,MR Caliente,7,5,6,1
19513,Red Division,-117.0,34.799999,14.4,Barstow,5,5,5,0
19514,Redington,-110.599998,32.5,7.050000000000001,Quiburis,33,24,20,11
19515,Remnant Hill,-119.0,34.299999,10.95,NS Caliente,15,12,9,4
19516,Rhino Site,-119.0,34.299999,17.4,Caliente,2,0,2,0
19517,Ricardo,-117.992119,35.372936,10.95,Dove Spring,31,24,22,5
19518,Rinconada (New Mexico),-107.0,36.5,14.186499999999999,Tesuque,2,2,2,0
19519,Rincon Quarry,-107.0,36.5,14.4,Santa Fe,7,7,4,3
19520,Rio del Oso-Abiquiu Sites,-107.0,36.5,14.4,Tesuque,6,5,2,4
19521,"UCMP loc. 509, Rocky Ridge",-122.050003,37.799999,10.95,,1,0,1,0
19522,Rodent Hill,-117.0,34.799999,14.4,Barstow,16,10,12,2
19523,Rodent Hill 15,-117.0,34.799999,14.4,Barstow,12,8,8,0
19524,Rodent Hill (UCMP V-65130),-117.0,34.799999,14.4,Barstow,1,1,1,0
19525,Rodent Hill (UCMP V-65140),-117.0,34.799999,14.4,Barstow,3,3,2,0
19526,Rodent Hill (UCMP V-65142),-117.0,34.799999,14.4,Barstow,2,2,2,0
19527,Rodent Hill (UCMP V-65143),-117.0,34.799999,14.4,Barstow,2,2,2,0
19528,Round Mountain Quarry,-107.0,36.5,10.95,referred Chamita,15,13,11,4
19529,RV-9001,-117.0,34.799999,15.5,"""Barstow""",1,1,1,0
19530,Sandstone Quarry,-117.0,34.799999,14.4,Barstow,1,1,0,1
19531,San Ildefonso Pueblo,-106.199997,35.5,12.850000000000001,,11,8,9,2
19533,San Juan-Rak Camel Quarries,-107.0,36.5,7.050000000000001,Chamita,15,11,11,4
19534,San Luis Rey River,-117.099998,32.900002,14.186499999999999,San Mateo,1,1,1,0
19535,Santa Cruz,-106.199997,35.5,14.4,Tesuque,57,50,43,10
19536,Santa Fe Widening,-117.0,34.799999,14.186499999999999,Cajon Valley Beds,2,1,2,0
19537,Schell Ranch,-120.800003,37.599998,7.050000000000001,Mehrten,6,4,6,0
19538,Screw Bean,-103.045555,29.265278,7.050000000000001,Banta Shut-In,16,10,9,7
19539,Sequence Canyon 1,-119.0,34.299999,10.95,NS Caliente,4,2,3,1
19540,Sequence Canyon 2 (Hemphillian),-119.0,34.299999,10.95,MR Caliente,1,1,1,0
19541,Sequence Canyon 2 (Clarendonian),-119.0,34.299999,10.95,MR Caliente,9,7,9,0
19543,Shields Ranch Quarry,-112.5,34.5,10.95,Milk Creek,3,2,2,1
19544,"UCMP 707, Siesta Valley Site 1",-122.214996,37.875,14.186499999999999,Siesta,1,0,1,0
19545,"UCMP V-3652, Siesta Valley Site 2",-122.214996,37.875,14.186499999999999,Siesta,1,0,1,0
19546,Siphon Canal,-120.800003,37.599998,7.050000000000001,Mehrten,1,1,1,0
19547,Skull Ridge,-106.199997,35.5,14.4,Tesuque,42,39,28,12
19548,Skyline Quarry,-117.0,34.799999,14.4,Barstow,15,14,8,7
19549,Slippery Side,-117.0,34.799999,14.4,Barstow,6,5,4,0
19550,Slug Bed,-117.0,34.799999,14.4,Barstow,18,11,14,0
19551,South of Red Rock Canyon,-117.977379,35.327599,7.050000000000001,,8,5,6,2
19552,South of the Coso Mountains,-117.900002,36.099998,8.6,,1,1,0,1
19553,South Tejon Hills,-118.800316,35.10041,10.95,"""Santa Margarita""",14,8,10,4
19554,Springfield Shaft Number 2,-119.900002,38.099998,8.4815,,1,1,1,0
19555,Springfield Shaft Number 3,-119.900002,38.099998,8.4815,,1,0,1,0
19556,Starlight Quarry,-117.0,34.799999,14.4,Barstow,2,2,1,1
19557,Steepside Quarry,-117.0,34.799999,14.4,Barstow,24,18,15,6
19558,Stirton Wash (UCMP V-6463),-117.0,34.799999,14.4,Barstow,5,3,5,0
19559,Stirton Wash (UCMP V-6464),-117.0,34.799999,14.4,Barstow,1,1,1,0
19560,Stirton Wash (UCMP V-65138),-117.0,34.799999,14.4,Barstow,3,2,3,0
19561,Stirton Wash (UCMP V-65145),-117.0,34.799999,14.4,Barstow,1,1,1,0
19562,Straight Cliff Prospect,-107.0,35.700001,14.186499999999999,Zia Sand,1,1,1,0
19563,"UCMP V-3503, Strawberry Canyon",-122.232002,37.877998,10.95,Orinda,1,0,1,0
19564,Sulfur Spring,-117.0,34.799999,14.4,Crowder,9,6,9,0
19565,Sunder Ridge Quarry,-117.0,34.799999,14.4,Barstow,2,2,1,1
19566,Sunrise Canyon,-117.0,34.799999,14.4,Barstow,1,1,1,0
19567,Sunset Quarry,-117.0,34.799999,14.4,Barstow,3,3,3,0
19568,Sunnyside Quarry,-117.0,34.799999,14.4,Barstow,2,2,0,2
19569,Sycamore,-118.5,35.299999,7.050000000000001,Kern River,11,8,11,0
19570,Sycamore Creek,-121.949997,37.82,14.186499999999999,Diablo,2,2,2,0
19571,Symons Well No. 1,-118.5,35.299999,7.105,,1,0,1,0
19572,Syncline,-117.0,34.799999,14.4,Barstow,1,1,0,1
19573,Taos Road,-105.599998,36.400002,8.6,,1,1,1,0
19574,Taylor Gravel,-110.099998,35.799999,14.186499999999999,,2,0,2,0
19575,"UCMP V-1603,Tice Valley",-122.059998,37.855,7.105,,1,0,1,0
19576,Tonto Basin,-111.300003,33.900002,7.050000000000001,,3,0,2,1
19577,Tower 19,-117.0,34.799999,14.186499999999999,Cajon Valley Beds,9,8,7,0
19578,Tp5 P/L,-117.0,34.799999,14.186499999999999,Cajon Valley Beds,2,2,2,0
19579,Tp6 P/L,-117.0,34.799999,14.186499999999999,Cajon Valley Beds,3,3,3,0
19580,Trail Prospect,-112.5,34.5,14.186499999999999,Milk Creek,2,1,2,0
19581,Turbin Quarry,-117.0,34.799999,14.4,Barstow,4,4,1,3
19582,Turlock Lake (UCMP V-5836),-120.800003,37.599998,7.050000000000001,Mehrten,12,10,5,7
19583,Two Mile Bar,-119.900002,38.099998,14.186499999999999,Mehrten,5,0,5,0
19584,"UCMP V-5509, Mount Diablo Country Club 1",-121.964996,37.84,14.186499999999999,Green Valley,1,1,1,0
19585,Unknown Quarry,-117.0,34.799999,14.4,Barstow,4,3,4,0
19586,Upper Cady Mountains,-117.0,34.799999,17.4,Hector,8,7,7,1
19587,Upper Dry Canyon 1,-119.0,34.299999,14.4,Caliente,2,2,2,0
19588,Upper Dry Canyon 3,-119.0,34.299999,14.4,Caliente,2,2,2,0
19589,Upper Dry Canyon 4,-119.0,34.299999,14.4,Caliente,1,1,1,0
19590,Upper Dry Canyon 5,-119.0,34.299999,14.4,Caliente,1,1,1,0
19591,Upper Nettle Spring Canyon 1,-119.0,34.299999,10.95,MR Caliente,1,0,1,0
19592,Upper Nettle Spring Canyon 2,-119.0,34.299999,10.95,MR Caliente,5,2,4,1
19593,Upper Nettle Spring Canyon 4,-119.0,34.299999,10.95,MR Caliente,4,2,4,0
19594,Upper Nettle Spring Canyon 5,-119.0,34.299999,10.95,MR Caliente,7,4,6,1
19596,"UCMP V-2403, Upper San Pablo (Neroly)",-122.014999,37.895,10.95,Neroly,1,0,1,0
19597,Upper West Dry Canyon,-119.0,34.299999,14.186499999999999,Caliente,4,4,4,0
19598,Valley View Quarry,-117.0,34.799999,14.4,Barstow,5,5,2,3
19599,Vedder (UCMP V-6761),-119.5,34.900002,17.4,Branch Canyon,15,13,12,0
19600,Vedder (UCMP V-69140),-119.5,34.900002,17.4,Branch Canyon,1,1,1,0
19601,Vedder (USGS M1090),-119.5,34.900002,15.5,Branch Canyon,5,4,4,1
19602,Walnut Canyon,-108.5,33.0,7.050000000000001,,8,6,7,1
19603,Walnut Grove,-112.5,34.5,10.95,,9,2,5,4
19604,Warren,-118.5,35.299999,7.050000000000001,Horned Toad,25,20,20,3
19605,Waterfall Canyon,-117.0,34.799999,14.4,Barstow,3,2,2,0
19606,Western Cronese Basin,-117.0,34.799999,14.186499999999999,,4,1,4,0
19607,West Fork of Dry Canyon 1,-119.0,34.299999,14.186499999999999,Caliente,1,1,1,0
19608,Westley,-120.800003,37.599998,14.186499999999999,,1,1,1,0
