title,year,doi,url,venue,authors,work_type,query_ids,source_apis
Key extraction-based lawful access to encrypted data: Taxonomy and survey,2024,10.1016/j.fsidi.2024.301796,https://doi.org/10.1016/j.fsidi.2024.301796,Forensic Science International: Digital Investigation,Christian Lindenmeier; Andreas Hammer; Jan Gruber; Jonas Röckl; Felix Freiling,journal-article,Q05,Crossref
Leading Advances in Industrial Design,2024,10.62311/nesx/rb-978-81-977776-5-3,https://doi.org/10.62311/nesx/rb-978-81-977776-5-3,,Murali Krishna Pasupuleti,book,Q01,OpenAlex
Leaking the Privacy of Groups and More: Understanding Privacy Risks of Cross-App Content Sharing in Mobile Ecosystem,2024,10.14722/ndss.2024.24138,https://doi.org/10.14722/ndss.2024.24138,Proceedings 2024 Network and Distributed System Security Symposium,Jiangrong Wu; Yuhong Nan; Luyi Xing; Jiatao Cheng; Zimin Lin; Zibin Zheng; Min Yang,proceedings-article,Q04,Crossref
"Letter to editor regarding article, “digital forensics in healthcare: An analysis of data associated with a CPAP machine”",2024,10.1016/j.fsidi.2024.301749,https://doi.org/10.1016/j.fsidi.2024.301749,Forensic Science International: Digital Investigation,Nishchal Soni; Chitra Barotia,journal-article,Q05,Crossref
"Letter to Editor regarding article, “Grand theft API: A forensic analysis of vehicle cloud data”",2024,10.1016/j.fsidi.2024.301800,https://doi.org/10.1016/j.fsidi.2024.301800,Forensic Science International: Digital Investigation,Nishchal Soni,journal-article,Q05,Crossref
Localization and Mapping for Self-Driving Vehicles: A Survey,2024,10.3390/machines12020118,https://doi.org/10.3390/machines12020118,Machines,Anas Charroud; Karim El Moutaouakil; Vasile Palade; Ali Yahyaouy; Uche Onyekpe; Eyo Eyo,article,Q09,OpenAlex
Long-Term Conditions: The Examples of Diabetes and ME/CFS,2024,10.4135/9781036233457.n24,https://doi.org/10.4135/9781036233457.n24,Health Psychology,,book-chapter,Q13,Crossref
Long-term efficacy of antihypotensive medications for neurogenic orthostatic hypotension – Real-world data from patients with alpha-synucleinopathies,2024,10.1136/jnnp-2024-abn.112,https://doi.org/10.1136/jnnp-2024-abn.112,Long-term efficacy of antihypotensive medications for neurogenic orthostatic hypotension – Real-world data from patients with alpha-synucleinopathies,Sajeev Shwetha; Chiaro Giacomo; Johnstone Scott; Ingle Gordon; Iodice Valeria,proceedings-article,Q13,Crossref
Long-term mobility choice considering availability effects of shared and new mobility services,2024,10.1016/j.trd.2024.104274,https://doi.org/10.1016/j.trd.2024.104274,Transportation Research Part D: Transport and Environment,Xueting Ren; Soora Rasouli; Harry J.P. Timmermans; Astrid D.A.M. Kemperman,journal-article,Q13,Crossref
Low Dropout Voltage Regulator With TSMC 0.18µm CMOS Technology for Battery Low-Powered Embedded Systems,2024,10.4018/979-8-3693-3775-2.ch019,https://doi.org/10.4018/979-8-3693-3775-2.ch019,Advances in Computational Intelligence and Robotics,Hatim Ameziane; Kamal Zared; Hickam Akhmal; Hassan Qjidaa,book-chapter,Q10,Crossref
Lubrication regimes in battery electric vehicle power unit,2024,10.1016/b978-0-443-14074-7.00010-8,https://doi.org/10.1016/b978-0-443-14074-7.00010-8,Electric Vehicle Tribology,Arup Gangopadhyay; Nikolaus Jost; Kalyan C. Mutyala,book-chapter,Q09,Crossref
Machine Learning Classifier Algorithms for Ransomware Lockbit Prediction,2024,10.47738/jads.v5i1.161,https://doi.org/10.47738/jads.v5i1.161,Journal of Applied Data Sciences,,journal-article,Q14,Crossref
Machine Learning-Based Intrusion Detection for Zero-Day Ransomware in Unseen Data,2024,10.22541/au.172685266.62026194/v1,https://doi.org/10.22541/au.172685266.62026194/v1,,Yenisel Brinkley; Daniel Thompson; Nicholas Simmons,posted-content,Q14,Crossref
Making Time: Sidewalk Labs and the Onto-politics of the Real-time City,2024,,http://hdl.handle.net/1807/140009,TSpace (University of Toronto),Nathan Olmstead,dissertation,Q07,OpenAlex
Mapping the Evolution of Metaverse Research in Business Domains: A Systematic Literature Review and Future Research Directions,2024,10.17705/1thci.00213,https://doi.org/10.17705/1thci.00213,AIS Transactions on Human-Computer Interaction,Sourya Joyee De; Manojit Chattopadhyay,article,Q06,OpenAlex
Mapping the Ransomware Ecosystem: Tracing Network Traffic to Command &amp; Control Centers,2024,10.36227/techrxiv.172599578.85351154/v1,https://doi.org/10.36227/techrxiv.172599578.85351154/v1,,Nataly Anderson; Mei Li; Marcus Evans,posted-content,Q14,Crossref
MIC: Memory analysis of IndexedDB data on Chromium-based applications,2024,10.1016/j.fsidi.2024.301809,https://doi.org/10.1016/j.fsidi.2024.301809,Forensic Science International: Digital Investigation,Byeongchan Jeong; Sangjin Lee; Jungheum Park,journal-article,Q05,Crossref
"Micro UAVs with Fixed Wings: Design, Technological Solutions, and Tests",2024,10.3390/aerospace11120977,https://doi.org/10.3390/aerospace11120977,Aerospace,Daniel Iorga; Constantin Georgescu; Sorin Constantinescu; George Ghiocel Ojoc; Alexandru Viorel Vasiliu; Mihai Constantinescu; Constantin Cristian Andrei; Lorena Deleanu,article,Q03,OpenAlex
Micro-Sharing Mobility for Sustainable Cities: Bike or Scooter Sharing?,2024,10.3390/futuretransp4040059,https://doi.org/10.3390/futuretransp4040059,Future Transportation,Angela Stefania Bergantino; Mario Intini; Lucia Rotaris,journal-article,Q06,Crossref
Micromobility and shared mobility,2024,10.4337/9781839105746.00025,https://doi.org/10.4337/9781839105746.00025,Handbook of Travel Behaviour,Alexandros Nikitas,book-chapter,Q01,Crossref
Mobile App Development Privacy and Security Checklist During Covid-19,2024,10.1201/9781003428503-5,https://doi.org/10.1201/9781003428503-5,The Fusion of Artificial Intelligence and Soft Computing Techniques for Cybersecurity,Hena Iqbal; Tanjinsikder; Yasmin Alhayek; Noora Alfurais; Nujuom Assar,book-chapter,Q04,Crossref
Mobility Data Science: Perspectives and Challenges,2024,10.1145/3652158,https://doi.org/10.1145/3652158,ACM Transactions on Spatial Algorithms and Systems,Mohamed F. Mokbel; Mahmoud Sakr; Li Xiong; Andreas Züfle; Jussara M. Almeida; Taylor Anderson; Walid G. Aref; Gennady Andrienko; Natalia Andrienko; Yang Cao; Sanjay Chawla; Reynold Cheng; Panos K. Chrysanthis; Xiqi Fei; Gabriel Ghinita; Anita Graser; Dimitrios Gunopulos; Christian S. Jensen; Joon-Seok Kim; Kyoung‐Sook Kim; Peer Kröger; John Krumm; Johannes Lauer; Amr Magdy; Mário A. Nascimento; Siva Ravada; Matthias Renz; Dimitris Sacharidis; Flora D. Salim; Mohamed Sarwat; Maxime Schoemans; Cyrus Shahabi; Bettina Speckmann; Egemen Tanin; Teng Xu; Yannis Theodoridis; Kristian Torp; Goce Trajcevski; Marc van Kreveld; Carola Wenk; Martin Werner; Raymond Chi-Wing Wong; Song Wu; Jianqiu Xu; Moustafa Youssef; Demetrios Zeinalipour-Yazti; Mengxuan Zhang; Esteban Zimányi,article,Q09;Q10;Q16,OpenAlex
Mobility for the people: Equity requirements in US shared micromobility programs,2024,10.1016/j.jcmr.2024.100020,https://doi.org/10.1016/j.jcmr.2024.100020,Journal of Cycling and Micromobility Research,Anne Brown; Amanda Howell,journal-article,Q01,Crossref
Modalität und Shared Micro-Mobility,2024,10.24053/iv-2024-0045,https://doi.org/10.24053/iv-2024-0045,Internationales Verkehrswesen,Mathias Wilde; Lukas Riedelbauch,journal-article,Q13,Crossref
"Modus Operandi, Factors, Implications and Governance of Ransomware Attacks on Transportation Systems",2024,10.2991/978-94-6463-352-8_4,https://doi.org/10.2991/978-94-6463-352-8_4,"Atlantis highlights in social sciences, education and humanities/Atlantis Highlights in Social Sciences, Education and Humanities",Ani Munirah Mohamad; Felicia Yong Yan Yan; Nurhazman Abdul Aziz; Shuhairy Norhisham; Grace Sharon,book-chapter,Q02;Q06,OpenAlex
Moving Toward the Expansion of Energy Storage Systems in Renewable Energy Systems—A Techno-Institutional Investigation with Artificial Intelligence Consideration,2024,10.3390/su16229926,https://doi.org/10.3390/su16229926,Sustainability,Armin Razmjoo; Arezoo Ghazanfari; Poul Alberg Østergaard; Mehdi Jahangiri; Andreas Sumper; Sahar Ahmadzadeh; Reza Eslamipoor,article,Q10,OpenAlex
Multi-Device Context-Sensitive Attacks Against Privacy,2024,10.1145/3714393.3726508,https://doi.org/10.1145/3714393.3726508,Proceedings of the Fifteenth ACM Conference on Data and Application Security and Privacy,Edgardo A. Barsallo Yi; Joshua D. O. Majors; Aditya Vardhan Padala; Darren Wu; Aravind Machiry; Saurabh Bagchi,proceedings-article,Q12,Crossref
NAVIGATING THE FUTURE: A REPORT ON THE CURRENT STATE AND FUTURE PATH OF ENERGY TRANSITION IN THE TRANSPORT SECTOR,2024,,https://hrcak.srce.hr/331717,University of Zagreb University Computing Centre (SRCE),"Duić, Neven; Hendrickson, Chris; Yubo, LIAN; Pelata, Patrick; Evans, Robert L.; Ridjan Skov, Iva; Beck, Vaughan; Dominguez, Jaime; Pienaar, Pine; Funk, Elena",article,Q03,OpenAlex
Navigating the Urban E-Scooter Landscape: A Five-Stage Framework for Shared Micromobility Diffusion,2024,10.2139/ssrn.5034711,https://doi.org/10.2139/ssrn.5034711,,Lauren McCarthy,posted-content,Q01,Crossref
Network Forensics and Traffic Analysis With Machine Learning,2024,10.4018/979-8-3373-0588-2.ch004,https://doi.org/10.4018/979-8-3373-0588-2.ch004,"Advances in Information Security, Privacy, and Ethics",Yara Shamoo,book-chapter,Q02,Crossref
NIST Cybersecurity Framework 2.0:,2024,10.6028/nist.sp.1307.ipd,https://doi.org/10.6028/nist.sp.1307.ipd,,Dylan Gilbert,report,Q02,Crossref
Offline Marketing Model of Intelligent Ecosystem: Research on Xiaomi,2024,10.61173/yae3ba58,https://doi.org/10.61173/yae3ba58,Finance &amp; Economics,Xinyi Liang; Yubo Xiao,journal-article,Q14,Crossref
Offline Marketing Model of Intelligent Ecosystem: Research on Xiaomi.,2024,10.61173/gmfc9z71,https://doi.org/10.61173/gmfc9z71,Finance &amp; Economics,Xinyi Liang; Yubo Xiao,journal-article,Q14,Crossref
Optimized Battery Production,2024,10.12968/s1467-5560(24)60024-2,https://doi.org/10.12968/s1467-5560(24)60024-2,Electric and Hybrid Vehicle Technology International,,journal-article,Q09,Crossref
Optimizing Electric Vehicle Performance With AI-Driven Battery Management Systems,2024,10.53555/kuey.v30i3.6796,http://dx.doi.org/10.53555/kuey.v30i3.6796,,Karthikeyan Palanichamy; Jatin Soni,article,Q03;Q10,OpenAlex
"Per- and Polyfluoroalkyl Substances in Food Packaging: Migration, Toxicity, and Management Strategies",2024,10.1021/acs.est.3c03702,https://doi.org/10.1021/acs.est.3c03702,Environmental Science & Technology,Drake Phelps; Lindsey V. Parkinson; Justin M. Boucher; Jane Muncke; Birgit Geueke,article,Q11,OpenAlex
Performance Analysis of a Wet Pad Assisted Air-Cooled Battery Thermal Management System with Varying Battery Number,2024,10.2139/ssrn.4815432,https://doi.org/10.2139/ssrn.4815432,,Huaxia YAN; Xiaona Ma; Yi Chen; Qiuhua Tao; Mengjie Song,posted-content,Q11,Crossref
Pioneering Battery Innovation,2024,10.12968/s1467-5560(24)60022-9,https://doi.org/10.12968/s1467-5560(24)60022-9,Electric and Hybrid Vehicle Technology International,,journal-article,Q09,Crossref
Planning for bicycle parking: Predicting demand using stated preference and count data,2024,10.1016/j.jcmr.2024.100011,https://doi.org/10.1016/j.jcmr.2024.100011,Journal of Cycling and Micromobility Research,David Kohlrautz; Tobias Kuhnimhof,journal-article,Q05,Crossref
Poster: Sensor-based Vehicle Image Authentication,2024,10.14722/vehiclesec.2024.2510,https://doi.org/10.14722/vehiclesec.2024.2510,Proceedings Symposium on Vehicle Security &amp; Privacy,Zhilin Gao; Haoting Shen; Kui Ren,proceedings-article,Q07,Crossref
Poster: Sensor-based Vehicle Image Authentication,2024,10.14722/vehiclesec.2024.25010,https://doi.org/10.14722/vehiclesec.2024.25010,Proceedings Symposium on Vehicle Security &amp; Privacy,Zhilin Gao; Haoting Shen; Kui Ren,proceedings-article,Q07,Crossref
PREDICTION OF DRIVING TIME OF ELECTRIC SCOOTER (E-SCOOTER) DRIVERS BY MACHINE LEARNING,2024,10.17755/esosder.1432527,https://doi.org/10.17755/esosder.1432527,Elektronik Sosyal Bilimler Dergisi,Hakan İnaç,article,Q04,OpenAlex
Preferences for electric scooter sharing in Japan,2024,10.2139/ssrn.4963417,https://doi.org/10.2139/ssrn.4963417,,Yuya Imamura; Takako Tomita; Shuichi Ohori,posted-content,Q06,Crossref
Privacy for Software-defined Battery Electric Vehicles,2024,10.4271/epr2024012,https://doi.org/10.4271/epr2024012,,Umar Zakir Abdul Hamid,report,Q03;Q09,Crossref
Privacy-Preserving Click Pattern Anomaly Detection for Mobile In-App Browser Advertising Fraud,2024,10.63575/cia.2024.20214,https://doi.org/10.63575/cia.2024.20214,Journal of Computing Innovations and Applications,Hao Cao,journal-article,Q04,Crossref
Proceedings Symposium on Vehicle Security &amp; Privacy,2024,10.14722/vehiclesec.2024,https://doi.org/10.14722/vehiclesec.2024,,,proceedings,Q07,Crossref
Protecting controlled unclassified information in nonfederal systems and organizations,2024,10.6028/nist.sp.800-171r3,https://doi.org/10.6028/nist.sp.800-171r3,,R. C. Ross; Victoria Pillitteri,report,Q12,OpenAlex
Protecting Subscriber Identifiers with Subscription Concealed Identifier (SUCI):,2024,10.6028/nist.cswp.36a.ipd,https://doi.org/10.6028/nist.cswp.36a.ipd,,Michael Bartock,report,Q07,Crossref
Public Transport Infrastructure with Electromobility Elements at the Smart City Level to Support Sustainability,2024,10.3390/su16031091,https://doi.org/10.3390/su16031091,Sustainability,Gabriel Koman; Dominika Tumová; Radoslav Jankal; Silvia Krúpová,article,Q04,OpenAlex
Quality management system in forensic science: An African perspective,2024,10.1016/j.fsisyn.2024.100476,https://doi.org/10.1016/j.fsisyn.2024.100476,Forensic Science International: Synergy,J.H. Smith; J.S. Horne,journal-article,Q11,Crossref
Range Prediction based on Battery Degradation and Vehicle Mileage for Battery Electric Vehicles,2024,10.21275/sr24312045251,https://doi.org/10.21275/sr24312045251,International Journal of Science and Research (IJSR),Srinivas Naveen D Surabhi; Chirag Shah; Vishwanadham Mandala; Priyank Shah,journal-article,Q09,Crossref
Ransomware,2024,10.1201/9781003469506-6,https://doi.org/10.1201/9781003469506-6,Ransomware Evolution,Martin Dart,book-chapter,Q14,Crossref
Ransomware Reconnaissance: Interrogating Certificates Towards Proactive Threat Mitigation,2024,10.5220/0012710600003705,https://doi.org/10.5220/0012710600003705,"Proceedings of the 9th International Conference on Internet of Things, Big Data and Security",Steph Rudd,proceedings-article,Q14,Crossref
REALISASI WIRELESS SENSOR NETWORK LORA UNTUK SISTEM TRACKING SCOOTER DI TMII,2024,10.23960/jitet.v12i3s1.5338,https://doi.org/10.23960/jitet.v12i3s1.5338,Jurnal Informatika dan Teknik Elektro Terapan,Zulhelman Zulhelman,journal-article,Q14,Crossref
Recall for Good: Flexible Retrospective Mobile In-App Topic Tracking in a Privacy-Friendly Local-First Approach,2024,10.1145/3701571.3703382,https://doi.org/10.1145/3701571.3703382,Proceedings of the International Conference on Mobile and Ubiquitous Multimedia,Philipp Krieter,proceedings-article,Q04,Crossref
Recent Trends and Issues of Energy Management Systems Using Machine Learning,2024,10.3390/en17030624,https://doi.org/10.3390/en17030624,Energies,Seongwoo Lee; Joonho Seon; Byung-Sun Hwang; Soo Hyun Kim; Young Ghyu Sun; Jin‐Young Kim,article,Q11,OpenAlex
Reinforcement learning applications in environmental sustainability: a review,2024,10.1007/s10462-024-10706-5,https://doi.org/10.1007/s10462-024-10706-5,Artificial Intelligence Review,Maddalena Zuccotto; Alberto Castellini; Davide La Torre; Lapo Mola; Alessandro Farinelli,review,Q09,OpenAlex
Remaining useful life prediction and state of health diagnosis of lithium-ion batteries with multiscale health features based on optimized CatBoost algorithm,2024,10.1016/j.energy.2024.131575,https://doi.org/10.1016/j.energy.2024.131575,Energy,Yifei Zhou; Shunli Wang; Yanxing Xie; Jiawei Zeng; Carlos Fernández,article,Q11,OpenAlex
Rentez: A Simplified Rental App Experience Designed to Promote Transparency and Verification,2024,10.32920/26052562,https://doi.org/10.32920/26052562,,Abhiroop Biswas,posted-content,Q04,Crossref
Rentez: A Simplified Rental App Experience Designed to Promote Transparency and Verification,2024,10.32920/26052562.v1,https://doi.org/10.32920/26052562.v1,,Abhiroop Biswas,posted-content,Q04,Crossref
Research on Data Enhancement Analysis of Battery Management System Based on Generative Adversarial Network,2024,10.1109/acctcs61748.2024.00087,https://doi.org/10.1109/acctcs61748.2024.00087,2024 4th Asia-Pacific Conference on Communications Technology and Computer Science (ACCTCS),Tiantian Shi; Haoling Pei,proceedings-article,Q11,Crossref
Research on privacy leakage of celebrity's ID card number based on real‐name authentication,2024,10.1002/spy2.442,https://doi.org/10.1002/spy2.442,SECURITY AND PRIVACY,Hongzhou Yue; Zebin Song; Mengli Zhao; Lijia Yang,journal-article,Q13,Crossref
Reshaping Cybersecurity of Wireless Sensor Networks Using Energy-Optimized Approach Against Wormhole Attack,2024,10.4018/979-8-3693-5415-5.ch004,https://doi.org/10.4018/979-8-3693-5415-5.ch004,"Advances in Information Security, Privacy, and Ethics",Hafsa Shahid; Humaira Ashraf; N. Z. Jhanjhi; Qurat-ul Ain Zam Zam,book-chapter,Q02,Crossref
"Revealing Spatial Patterns of Dockless Shared Micromobility a Case Study of Košice, Slovakia",2024,10.2139/ssrn.5072722,https://doi.org/10.2139/ssrn.5072722,,Štefan Gábor; Ladislav Novotný; Loránt Pregi,posted-content,Q01,Crossref
Revolutionary Algorithms and Synthetic Life: Innovations in BioTech,2024,10.62311/nesx/rb-978-81-978028-3-6,https://doi.org/10.62311/nesx/rb-978-81-978028-3-6,,Murali Krishna Pasupuleti,book,Q01,OpenAlex
