registry_row,country_code,name,location,system_id,website_domain,auto_discovery_domain,supported_versions,authentication_type,auto_discovery_status,auto_discovery_sha256,declared_version,feed_names,has_vehicle_status,vehicle_status_status,vehicle_status_sha256,vehicle_count,vehicle_field_names,has_vehicle_id,has_location_fields,has_last_reported,has_battery_percent,has_range,has_deep_link,vehicle_types_status,vehicle_types_sha256,vehicle_type_count,form_factors,propulsion_types,motorized_declared,fetched_at_utc,error_stage,error_message
324,DE,Dott Wolfsburg,Wolfsburg,dott-wolfsburg,ridedott.com,gbfs.api.ridedott.com,2.3,,200,6aa52fb96ee17fa9df33be212e15a9aa4019161c18f0539ac8a6147db36d06e8,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,5ffeb8825c508ca8b19df440e16a72836ffa95d9b01819f04a626cd95971cdde,741,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,d7a8b1b44e09e30697285ea2aecb34a6a27acf26ff9ebfd70480da72f996e1ad,1,scooter,electric,true,2026-07-13T15:58:36.794103+00:00,,
325,DE,Dott Wuppertal,Wuppertal,dott-wuppertal,ridedott.com,gbfs.api.ridedott.com,2.3,,200,afcded609c147ddb8c8c522366872e4d4f04ea0f3e8b9f944de9eb55aaef6902,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,f841df16d72881a375d5f416c053716a6f40cedc4b74ad87cf7b397215a00513,782,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,04d9f61808ef3f7cbb754f4eec922764a5f54790f78ddffd66433298a4a79c05,1,scooter,electric,true,2026-07-13T15:58:36.805314+00:00,,
326,DE,Dott Zwickau,Zwickau,dott-zwickau,ridedott.com,gbfs.api.ridedott.com,2.3,,200,716b73e1c369ae5c5a72f2c6ef06d722a478fb7b451a7951db278db5be57f8fe,2.3,free_bike_status;gbfs_versions;geofencing_zones;station_information;station_status;system_information;system_pricing_plans;vehicle_types,true,200,520b3e6fb17b6c05875eab503243517182a7e5426fdab7b0e0d58df828ed400e,90,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;last_reported;lat;lon;pricing_plan_id;rental_uris;vehicle_type_id,true,true,true,true,true,true,200,052d452f02fd9923f2deeee52620c0ba6491b72a8ad218fcb330e38c57dea87d,1,scooter,electric,true,2026-07-13T15:58:37.112293+00:00,,
327,DE,EDEKA Grünheide,Grünheide (Mark),nextbike_ed,nextbike.de,gbfs.nextbike.net,2.3,,200,5b0349ec92fc1df4217f65a41a3fa6a17e73fe795fad8d47332e6d735fe2a53f,2.3,free_bike_status;station_information;station_status;system_hours;system_information;system_pricing_plans;system_regions;vehicle_types,true,200,ca99f0f524e06cd0f4adde537cf4791c63ed1ce545e63bcc00f66890dcc308d2,141,bike_id;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;station_id;vehicle_type_id,true,true,false,false,false,true,200,95aefcddff96a97fb8993bffeb0162324448b6224487417140331795cf99cda1,2,bicycle,human,false,2026-07-13T15:58:37.140194+00:00,,
328,DE,Eifel e-Bike,Eifel,nextbike_eb,nextbike.de,gbfs.nextbike.net,2.3,,200,896a88bed7f00294a18cbd1e39ac72d9cfc23d2a991fd48baa6958087e6e6164,2.3,free_bike_status;station_information;station_status;system_hours;system_information;system_pricing_plans;system_regions;vehicle_types,true,200,d7b6cfd63141555318ec0e68ccfb068cec6ac4bfd69e4c2d63920e0fd5d49ed0,79,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;station_id;vehicle_type_id,true,true,false,true,true,true,200,02dcf037d157ffeb4d921a6dd83311070869e6db792cb98174eb6576f00ac6e5,2,bicycle,electric_assist,true,2026-07-13T15:58:37.178291+00:00,,
329,DE,Einfach Unterwegs,Germany,einfach_unterwegs,einfach-unterwegs.eu,api.mobidata-bw.de,3.0,,200,681ab0736a5627c586d8c3b800ebfa80164cf6604bfdb33697e935d223e954a9,3.0,station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,5f5a0ad0e62689a363914f6ee5a8fdfab351c1796339accb02fb49b0d3098e65,30,current_fuel_percent;current_range_meters;is_disabled;is_reserved;rental_uris;station_id;vehicle_id;vehicle_type_id,true,false,false,true,true,true,200,c02167a0c9ba0ce84df956b676b80c3425796d6a88043ff3d657533fef8a1518,19,bicycle;car;cargo_bicycle,combustion;combustion_diesel;electric,true,2026-07-13T15:58:37.259085+00:00,,
330,DE,EinfachMobil,Ortenaukreis,nextbike_eh,nextbike.de,gbfs.nextbike.net,2.3,,200,ce19d81d84c0a2547bec343e2ebc90ff820204ccd938f72327378c5b5f9e6567,2.3,free_bike_status;station_information;station_status;system_hours;system_information;system_pricing_plans;system_regions;vehicle_types,true,200,ce304d8dd21096ae0a04c1d73dc31b756b1ee65103213c732c8f755612170f4f,549,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;station_id;vehicle_type_id,true,true,false,true,true,true,200,0787d2ae4b589702a5d13a53f23b06bdbe5c6731a744ec8efdeabd57c008f8d6,6,bicycle;cargo_bicycle;other,electric_assist;human,true,2026-07-13T15:58:37.403637+00:00,,
331,DE,esel.ac,Aachen,esel_ac,esel.ac,di.esel.ac,2.1,,200,5b8f22fe09e4e49fbcf3de1c8ae25010ef06495b421820ee4c3770fa2f2ae75e,2.1,free_bike_status;station_information;station_status;system_information;vehicle_types,true,200,35c8879687e93b6a34a6687c448c967ee6db948a8ca7371f0f4b5cb54804fce2,19,bike_id;is_disabled;is_reserved;last_reported;lat;lon;vehicle_type_id,true,true,true,false,false,false,200,e0ffbef63f7e880584f9e58132e87b844747132a21482318ecc63910be5159ce,2,bicycle,electric;human,true,2026-07-13T15:58:37.414761+00:00,,
332,DE,euregiobike,Aachen,nextbike_an,euregiobike.eu,gbfs.nextbike.net,2.3,,200,c242378b1500b69845f3ca4a944980a836a7a2fe574b1a757a40885f793508ec,2.3,free_bike_status;station_information;station_status;system_hours;system_information;system_pricing_plans;system_regions;vehicle_types,true,200,a0a13172c3184fe8d29bc37e24c0d3f35751ce46fdbde23870ad35ce32c31191,186,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;station_id;vehicle_type_id,true,true,false,true,true,true,200,4f69dc25921ec65f7bdeb74277937052a407b3f8565a6b91170bca35c7290888,1,bicycle,electric_assist,true,2026-07-13T15:58:37.427085+00:00,,
333,DE,FaRe - das Bananologen Lastenrad,Herrenberg,herrenberg_fare,bananologen-herrenberg.jimdosite.com,api.mobidata-bw.de,3.0,,200,dce78824445ecebbcd5cca7cd95cb85fc82c977fb6286fa11e2cb0a599984027,3.0,station_information;station_status;system_alerts;system_information;vehicle_types,false,,,,,false,false,false,false,false,false,200,3946b83df5e1d3dd3b17204ce72e3745fdfa385be3f9747fb2d954ac95a1f5f9,1,cargo_bicycle,electric_assist,true,2026-07-13T15:58:37.441250+00:00,,
334,DE,Flinkster,Germany,flinkster_carsharing,flinkster.de,api.mobidata-bw.de,2.3 ; 3.0,,200,d7f61e8071df50b06b3a6cdbf170c3b75942cad366b7371dbdaf1457f2484e59,3.0,station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,37894bb30cf60b60fa8a50d8c4d746a52a7de4941444628d554b7db70eada688,277,current_fuel_percent;current_range_meters;is_disabled;is_reserved;rental_uris;station_id;vehicle_id;vehicle_type_id,true,false,false,true,true,true,200,81bfba748a08eba9a347163698276d4bff294826314af3cbb7ee02a270949e9f,3,car,combustion,true,2026-07-13T15:58:37.477180+00:00,,
335,DE,flux Bikesharing,Friedrichsdorf,nextbike_ev,nextbike.de,gbfs.nextbike.net,2.3,,200,af2703a022b1096a7fd5de6ae9ab0b00e37054a6ddfe7635617d82d80b9c99d0,2.3,free_bike_status;station_information;station_status;system_hours;system_information;system_pricing_plans;system_regions;vehicle_types,true,200,a77173621f48d7518194e6015ead275789a566e24b8de288343a6e7c50469a85,63,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;station_id;vehicle_type_id,true,true,false,true,true,true,200,99b195231d331b2816a20b2aebf8351dd4faf349bcb9161a7595d5f4ca018964,7,bicycle;cargo_bicycle,electric_assist,true,2026-07-13T15:58:37.677086+00:00,,
336,DE,Ford Carsharing (Autohaus Albert),Donaueschingen,ford_carsharing_autohausalbert,ford-carsharing.de,api.mobidata-bw.de,2.3 ; 3.0,,200,fd79fc12ea999d2bbbb8eb2489b9456538b079983171bad867e3a914559ccac5,3.0,station_information;station_status;system_information;vehicle_status;vehicle_types,true,200,cb040d67aa55b80b7dc61031eaa27ace7cdaa338687d4b5d4f0b332bab62bf78,5,current_fuel_percent;current_range_meters;is_disabled;is_reserved;rental_uris;station_id;vehicle_id;vehicle_type_id,true,false,false,true,true,true,200,abec6b0111c3402cb141c295034f3bcf98f7f1d117260ba18affc0813b73e419,3,car,combustion;combustion_diesel,true,2026-07-13T15:58:37.820767+00:00,,
337,DE,Ford Carsharing (Autohaus Baur),Germany,ford_carsharing_autohausbaur,ford-carsharing.de,api.mobidata-bw.de,2.3 ; 3.0,,200,175b4fab3531f2f1701ca5753cbd624d02c19368805e2acbbaa8238d293c318b,3.0,station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,ec713ee85b7aa250b05b368b3eb61ce4a56b298bd48f5b3be93ed9b656214f54,45,current_fuel_percent;current_range_meters;is_disabled;is_reserved;rental_uris;station_id;vehicle_id;vehicle_type_id,true,false,false,true,true,true,200,063f88ba6f8439891dfccf67f1ce2c45eb99de7367ee70bcc401ee95dea5366d,18,car,combustion;combustion_diesel;hybrid;plug_in_hybrid,true,2026-07-13T15:58:37.923853+00:00,,
338,DE,Ford Carsharing (Autohaus Bölz),Sinsheim,ford_carsharing_autohausboelz,ford-carsharing.de,api.mobidata-bw.de,2.3 ; 3.0,,200,0ea287a031554a4116cb8a80ac3a163b1c175c48af444e0442cf84ee9bff1d85,3.0,station_information;station_status;system_information;vehicle_status;vehicle_types,true,200,dfe6213595eccc06d133af29383f35eb5f249798d26b8c1df71be14d528b3085,10,current_fuel_percent;current_range_meters;is_disabled;is_reserved;rental_uris;station_id;vehicle_id;vehicle_type_id,true,false,false,true,true,true,200,7c29407c01526a6f1285e83d55b32704eb7add8267f4e0faa6cb63e672454190,4,car,combustion,true,2026-07-13T15:58:38.027164+00:00,,
339,DE,Ford Carsharing (Autohaus Kauderer),Eislingen,ford_carsharing_autohauskauderer,ford-carsharing.de,api.mobidata-bw.de,2.3 ; 3.0,,200,6a0f26b24c7415e0c992860461c0a652e0bcead1fdce5e4753356829fc73750a,3.0,station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,1cd6162d981aa121aef02b985175643bc700807276d868396397a9c1870e1fa6,1,current_fuel_percent;current_range_meters;is_disabled;is_reserved;rental_uris;station_id;vehicle_id;vehicle_type_id,true,false,false,true,true,true,200,7b327583055ba15e43d3a11e236dbf984be4e91870f1b2023348a334729f48a0,2,car,combustion,true,2026-07-13T15:58:38.399827+00:00,,
340,DE,franke,Freiburg im Breisgau,freibe,suewag2go.de,api.mobidata-bw.de,2.3 ; 3.0,,200,85312924e17d2f0fa0990e9279e03553fa0da130b58b3033cca321e76ded12c4,3.0,geofencing_zones;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,b115765a1bbd330d04577cf80721296346b1d0fe8672ed19b8870575689f1956,42,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,885e946685471b21c06262ba61532aaa7809257ed88aa64d1fc4bbf7f6971a5c,39,car;moped;scooter_standing,electric,true,2026-07-13T15:58:38.847769+00:00,,
341,DE,Frelo,Freiburg,nextbike_df,frelo-freiburg.de,gbfs.nextbike.net,2.3,,200,d017ec8f7c7d0010c8446fd0e1dc9bdf9c31d01a3acff79bcf945fad31c2b17b,2.3,free_bike_status;station_information;station_status;system_hours;system_information;system_pricing_plans;system_regions;vehicle_types,true,200,d64cd5fa0beb03e97e3deb4428bb6c336e254840444476fdaa78e393cc61b45e,868,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;station_id;vehicle_type_id,true,true,false,true,true,true,200,f147be7f63ca3941eb28f510972b3b44598e2a121da3e7c63221779564baee29,3,bicycle;cargo_bicycle,electric_assist;human,true,2026-07-13T15:58:39.257298+00:00,,
342,DE,Getaround Berlin,Berlin,getaround_berlin,getaround.com,getaround.com,3.0,,200,33479725b91ee1bd6479c91d18706a7e74747e638767ebb08384d88c900ace76,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,4d93d57ca88d4665dd9d174f7dbe466d16feacb9644f8024003f2e57796f7641,71,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,ee7c745209b02921dbd2a4987757e126339b088f4292e47c3125299c031d0cc8,71,car,combustion;combustion_diesel;hybrid,true,2026-07-13T15:58:39.385879+00:00,,
343,DE,Getaround Essen,Essen,getaround_essen,getaround.com,getaround.com,3.0,,200,f0bb326d4108360ed5e09e370156862fb41b85ae74b14140414e2515dc30d066,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,9d528e93a49b804e7e89607dc5720fb8bacd74115ea077cecbf766b6f8aa519c,1,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,85af6383159f06124c321fcb19f4f45f712b74007f0e62258834d0552c76a66b,1,car,electric,true,2026-07-13T15:58:39.395982+00:00,,
344,DE,Getaround Hamburg,Hamburg,getaround_hamburg,getaround.com,getaround.com,3.0,,200,b356fb28d121dcc26c595df8bf0181bbbed57a1cf46055c5e7aac93e7d7fd294,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,71834a31c9a5aa6c87a811f21c149a65bbd89c674cd0b83c0b63c2a5505d48a6,6,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,e02cf2df7febd372fd2c230ef5684d4df845009b14ddfb040089dd1b6bd02beb,6,car,combustion;combustion_diesel;electric,true,2026-07-13T15:58:39.485933+00:00,,
345,DE,Getaround Leverkusen,Leverkusen,getaround_leverkusen,getaround.com,getaround.com,3.0,,200,d2a4f7d70752a005e6bfef26a3243c07d593a62cb6bba44ee14da394c9c32b35,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,397aea6a3b324923527aab17f109a8127b3c3e984534a5ba613fb47549adb0ad,6,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,0e6abcca796f00144cd02260222e467d0ff684053ba4daeed122d6514de4208f,6,car,combustion;combustion_diesel,true,2026-07-13T15:58:39.489734+00:00,,
346,DE,Getaround Norderstedt,Norderstedt,getaround_norderstedt,getaround.com,getaround.com,3.0,,200,8a17390eef78d99d3d10dcdf1af9069045913ce5caf601df0da0b22ccf8aadd3,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,312714b0d80593daae5007cfed467422d30bc5d455ec709a850e7cb8138b9c25,2,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,baacf087df61150d3428fe57b42f5cef749076ccd674950bf7d99bcffd990be2,2,car,combustion_diesel;electric,true,2026-07-13T15:58:39.509694+00:00,,
347,DE,Getaround Pulheim,Pulheim,getaround_pulheim,getaround.com,getaround.com,3.0,,200,696e4143e22ce4bea7fdef3e10c3d19ea6a2ecc6a719ac9065b3af13be130f1c,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,14b90ec010d17045281978ed552c7709c30fb6d340b27fc393526a529ee08c89,4,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,8ae02e19e72a95a52d443e867fbd76e79131614b524a49d29789ce586ea72abb,4,car,combustion;combustion_diesel,true,2026-07-13T15:58:39.535000+00:00,,
348,DE,Getaround Troisdorf,Troisdorf,getaround_troisdorf,getaround.com,getaround.com,3.0,,200,b6b5d23e50160ae72f62da82bff76ccb1bd2efa36b1eee06b40ef7e0b0ebbafb,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,46b45cf89bdecca28292a962ed85e61537a8453324d3a4212a71c45cc8732b33,0,,false,false,false,false,false,false,200,e64967d0d07733815b3f70926d0117f54c312be43aec7bd571ce285bb4269f74,0,,,false,2026-07-13T15:58:39.749219+00:00,,
349,DE,Getaround Velbert,Velbert,getaround_velbert,getaround.com,getaround.com,3.0,,200,0152a967131721d5caaec9c033ba96ce97550307c435b4602cc13110f9896b22,3.0,system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,813b35d451d07602a1d5c4a81921a3371340de249aaee773e5460e9539011714,1,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,9f20bbcfa0124fad5bd145dbc560d5eea6bb79844b15f64492a1689d58677c15,1,car,electric,true,2026-07-13T15:58:39.800073+00:00,,
350,DE,Graben - ready4green,Graben,nextbike_da,nextbike.de,gbfs.nextbike.net,2.3,,200,f0e5ebd419edf836645de9e8a7a1b439d31a12df43d4accbf35c9fb42c90715e,2.3,free_bike_status;station_information;station_status;system_hours;system_information;system_pricing_plans;system_regions;vehicle_types,true,200,41738ce9c773e79ebb4745f22ac76f4430012767b4459dbcf51f5380edf1b0f7,22,bike_id;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;station_id;vehicle_type_id,true,true,false,false,false,true,200,bd3f4b67acbe77da76b9b8a468fbb9a6f3899b951cad22feee9b4c567c71a025,3,bicycle,human,false,2026-07-13T15:58:39.861501+00:00,,
351,DE,Gülf - das Gültsteiner Lastenrad,Herrenberg,herrenberg_guelf,gueltsteinmobil.de,api.mobidata-bw.de,3.0,,200,01f0d7c2367338d1fd7b6190d92c25a8426842913339550cd4af2d6915620b20,3.0,station_information;station_status;system_alerts;system_information;vehicle_types,false,,,,,false,false,false,false,false,false,200,e652c4754f484b725ca94b4ddbc5d47255f35ebcd393d8e9e797881ff6d0575d,1,cargo_bicycle,electric_assist,true,2026-07-13T15:58:39.975658+00:00,,
352,DE,HelBi (Kreis Soest),DE,nextbike_hb,nextbike.de,gbfs.nextbike.net,2.3,,200,9aaebbef8b769d73be35fc34be9de51731004ff887f8af75a962beb80af75f6c,2.3,free_bike_status;station_information;station_status;system_hours;system_information;system_pricing_plans;system_regions;vehicle_types,true,200,015fcf1d38bd7e3b9d5b6afae50f32c42011b074150632b22b615ac25aa1e940,397,bike_id;current_fuel_percent;current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;station_id;vehicle_type_id,true,true,false,true,true,true,200,767fbd0a4135698c857bf67bcb7c62a2a179478b521790763dfadd06b99b31f4,4,bicycle;cargo_bicycle,electric_assist;human,true,2026-07-13T15:58:39.984661+00:00,,
353,DE,Heraeus Hanau,Hanau,nextbike_hg,nextbike.de,gbfs.nextbike.net,2.3,,,,,,false,,,,,false,false,false,false,false,false,,,,,,false,2026-07-13T15:58:40.005673+00:00,auto_discovery,RuntimeError: HTTPError: HTTP Error 404: Not Found
354,DE,HERTLEIN Carsharing,Weikersheim,hertlein_carsharing,hertlein.me,api.mobidata-bw.de,2.3 ; 3.0,,200,2b4f2e8852e0f553893918ecf5297d53d47c2fbecfd22f6c4b7ef48df27beaa7,3.0,station_information;station_status;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,1bd8a1f5b2694a1c2a283a82eb2113938a028983d42f2235275467d0d340da32,4,current_fuel_percent;current_range_meters;is_disabled;is_reserved;rental_uris;station_id;vehicle_id;vehicle_type_id,true,false,false,true,true,true,200,7464c9a535ec57a35efad79ded869fce2fc213cce72d6bdc7197325b6bf8d84c,3,car,electric,true,2026-07-13T15:58:40.012789+00:00,,
355,DE,Hopp Konstanz,Konstanz,hopp_konstanz,hopp.bike,api.mobidata-bw.de,2.3 ; 3.0,,200,c7f82f49d6c1b8851911791135fbff5bd23adeb52408d3b0ea56c4a44c155fee,3.0,geofencing_zones;system_information;system_pricing_plans;vehicle_status;vehicle_types,true,200,8200d76deffb51ac81547fcaf8ce4bd70651b74d62f1d8be9e1280f604a0abd0,109,current_range_meters;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;vehicle_id;vehicle_type_id,true,true,false,false,true,true,200,5e4f2d7af6df1629e2aff00217a123f3188582344794f1a94c365e8feb819958,1,scooter_standing,electric,true,2026-07-13T15:58:40.022335+00:00,,
356,DE,KVB Rad,Cologne,nextbike_kg,kvb-rad.de,gbfs.nextbike.net,2.3,,200,1d68ee0567ad557946d75e7c011778e6ed8131c07119c50c2964a79a94ecfd63,2.3,free_bike_status;station_information;station_status;system_hours;system_information;system_pricing_plans;system_regions;vehicle_types,true,200,16a7c2afddb3e9e5a1dad817a1b76d342023321987dbb1e98a551ec19a1f1195,2169,bike_id;is_disabled;is_reserved;lat;lon;pricing_plan_id;rental_uris;station_id;vehicle_type_id,true,true,false,false,false,true,200,10e59d8a44fe5a076b2c34291175e3ee4614e76b0cf865f52bfd04f9178fc85c,4,bicycle,human,false,2026-07-13T15:58:40.056809+00:00,,
